path,duration,id,category,split
Jam Pack World Music/Chinese Moon Flute 01.mp3,9.221224,Jam_Pack_World_Music_Chinese_Moon_Flute_01,Horn/Wind,train
Jam Pack World Music/Chinese Moon Flute 02.mp3,9.221224,Jam_Pack_World_Music_Chinese_Moon_Flute_02,Horn/Wind,train
Jam Pack World Music/Chinese Moon Zither 02.mp3,9.221224,Jam_Pack_World_Music_Chinese_Moon_Zither_02,Strings,train
Jam Pack World Music/Chinese Moon Zither 03.mp3,4.649796,Jam_Pack_World_Music_Chinese_Moon_Zither_03,Strings,test
Jam Pack World Music/Chinese Moon Zither 04.mp3,9.221224,Jam_Pack_World_Music_Chinese_Moon_Zither_04,Strings,train
Jam Pack World Music/Chinese Moon Zither 06.mp3,9.221224,Jam_Pack_World_Music_Chinese_Moon_Zither_06,Strings,train
Jam Pack World Music/Chinese Moon Zither 07.mp3,4.649796,Jam_Pack_World_Music_Chinese_Moon_Zither_07,Strings,train
Jam Pack World Music/Chinese Moon Zither 08.mp3,9.221224,Jam_Pack_World_Music_Chinese_Moon_Zither_08,Strings,train
Jam Pack World Music/Chinese Moon Zither 09.mp3,9.221224,Jam_Pack_World_Music_Chinese_Moon_Zither_09,Strings,valid
Jam Pack World Music/Chinese Reeds Di Zi 01.mp3,3.030204,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_01,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Di Zi 02.mp3,3.343673,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_02,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Di Zi 03.mp3,2.951837,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_03,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Di Zi 04.mp3,3.160816,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_04,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Di Zi 05.mp3,3.317551,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_05,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Di Zi 06.mp3,3.239184,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_06,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Di Zi 07.mp3,4.440816,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_07,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Di Zi 08.mp3,3.291429,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_08,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Di Zi 09.mp3,4.440816,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_09,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Di Zi 10.mp3,4.466939,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_10,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Di Zi 11.mp3,4.649796,Jam_Pack_World_Music_Chinese_Reeds_Di_Zi_11,Horn/Wind,train
Jam Pack World Music/Chinese Reeds Erhu 01.mp3,6.008163,Jam_Pack_World_Music_Chinese_Reeds_Erhu_01,Strings,train
Jam Pack World Music/Chinese Reeds Erhu 02.mp3,6.008163,Jam_Pack_World_Music_Chinese_Reeds_Erhu_02,Strings,train
Jam Pack World Music/Chinese Reeds Erhu 03.mp3,2.742857,Jam_Pack_World_Music_Chinese_Reeds_Erhu_03,Strings,train
Jam Pack World Music/Chinese Reeds Erhu 04.mp3,5.851429,Jam_Pack_World_Music_Chinese_Reeds_Erhu_04,Strings,train
Jam Pack World Music/Chinese Reeds Erhu 05.mp3,5.955918,Jam_Pack_World_Music_Chinese_Reeds_Erhu_05,Strings,train
Jam Pack World Music/Chinese Reeds Erhu 06.mp3,4.257959,Jam_Pack_World_Music_Chinese_Reeds_Erhu_06,Strings,train
Jam Pack World Music/Chinese Reeds Erhu 07.mp3,4.519184,Jam_Pack_World_Music_Chinese_Reeds_Erhu_07,Strings,valid
Jam Pack World Music/Chinese Reeds Erhu 08.mp3,2.298776,Jam_Pack_World_Music_Chinese_Reeds_Erhu_08,Strings,train
Jam Pack World Music/Chinese Reeds Erhu 09.mp3,4.440816,Jam_Pack_World_Music_Chinese_Reeds_Erhu_09,Strings,valid
Jam Pack World Music/Chinese Reeds Erhu 10.mp3,4.519184,Jam_Pack_World_Music_Chinese_Reeds_Erhu_10,Strings,train
Jam Pack World Music/Chinese Reeds Erhu 11.mp3,4.466939,Jam_Pack_World_Music_Chinese_Reeds_Erhu_11,Strings,test
Jam Pack World Music/Chinese Winds Di Xiao 04.mp3,8.803265,Jam_Pack_World_Music_Chinese_Winds_Di_Xiao_04,Horn/Wind,train
Jam Pack World Music/Chinese Winds Di Zi 01.mp3,8.097959,Jam_Pack_World_Music_Chinese_Winds_Di_Zi_01,Horn/Wind,train
Jam Pack World Music/Chinese Winds Di Zi 02.mp3,8.097959,Jam_Pack_World_Music_Chinese_Winds_Di_Zi_02,Horn/Wind,train
Jam Pack World Music/Chinese Winds Di Zi 03.mp3,4.101224,Jam_Pack_World_Music_Chinese_Winds_Di_Zi_03,Horn/Wind,valid
Jam Pack World Music/Chinese Winds Di Zi 04.mp3,4.101224,Jam_Pack_World_Music_Chinese_Winds_Di_Zi_04,Horn/Wind,train
Jam Pack World Music/Chinese Winds Di Zi 07.mp3,4.101224,Jam_Pack_World_Music_Chinese_Winds_Di_Zi_07,Horn/Wind,train
Jam Pack World Music/Chinese Winds Di Zi 09.mp3,8.097959,Jam_Pack_World_Music_Chinese_Winds_Di_Zi_09,Horn/Wind,train
Jam Pack World Music/Chinese Winds Di Zi 10.mp3,8.097959,Jam_Pack_World_Music_Chinese_Winds_Di_Zi_10,Horn/Wind,test
Jam Pack World Music/Chinese Winds Di Zi 12.mp3,8.097959,Jam_Pack_World_Music_Chinese_Winds_Di_Zi_12,Horn/Wind,train
Jam Pack World Music/Cuban Bass Upright Fun 01.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_01,Bass,valid
Jam Pack World Music/Cuban Bass Upright Fun 02.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_02,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 03.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_03,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 04.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_04,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 05.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_05,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 06.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_06,Bass,valid
Jam Pack World Music/Cuban Bass Upright Fun 07.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_07,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 08.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_08,Bass,test
Jam Pack World Music/Cuban Bass Upright Fun 09.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_09,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 10.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_10,Bass,valid
Jam Pack World Music/Cuban Bass Upright Fun 11.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_11,Bass,test
Jam Pack World Music/Cuban Bass Upright Fun 12.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_12,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 13.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_13,Bass,valid
Jam Pack World Music/Cuban Bass Upright Fun 14.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_14,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 15.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_15,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 16.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_16,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 17.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_17,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 18.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_18,Bass,train
Jam Pack World Music/Cuban Bass Upright Fun 19.mp3,8.803265,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_19,Bass,test
Jam Pack World Music/Cuban Bass Upright Fun 20.mp3,4.440816,Jam_Pack_World_Music_Cuban_Bass_Upright_Fun_20,Bass,train
Jam Pack World Music/Cuban Cha Cha Clave 01.mp3,2.115918,Jam_Pack_World_Music_Cuban_Cha_Cha_Clave_01,Percussion,train
Jam Pack World Music/Cuban Cha Cha Clave 02.mp3,2.115918,Jam_Pack_World_Music_Cuban_Cha_Cha_Clave_02,Percussion,valid
Jam Pack World Music/Cuban Cha Cha Clave 03.mp3,2.115918,Jam_Pack_World_Music_Cuban_Cha_Cha_Clave_03,Percussion,valid
Jam Pack World Music/Cuban Cha Cha Clave 04.mp3,2.115918,Jam_Pack_World_Music_Cuban_Cha_Cha_Clave_04,Percussion,train
Jam Pack World Music/Cuban Cha Cha Guitar 01.mp3,4.440816,Jam_Pack_World_Music_Cuban_Cha_Cha_Guitar_01,Guitars,train
Jam Pack World Music/Cuban Cha Cha Guitar 02.mp3,4.440816,Jam_Pack_World_Music_Cuban_Cha_Cha_Guitar_02,Guitars,train
Jam Pack World Music/Cuban Cha Cha Guitar 03.mp3,4.440816,Jam_Pack_World_Music_Cuban_Cha_Cha_Guitar_03,Guitars,train
Jam Pack World Music/Cuban Cha Cha Guitar 04.mp3,4.440816,Jam_Pack_World_Music_Cuban_Cha_Cha_Guitar_04,Guitars,valid
Jam Pack World Music/Cuban Cha Cha Guitar 05.mp3,4.440816,Jam_Pack_World_Music_Cuban_Cha_Cha_Guitar_05,Guitars,train
Jam Pack World Music/Cuban Cha Cha Guitar 06.mp3,4.440816,Jam_Pack_World_Music_Cuban_Cha_Cha_Guitar_06,Guitars,train
Jam Pack World Music/Cuban Cha Cha Guitar 07.mp3,4.440816,Jam_Pack_World_Music_Cuban_Cha_Cha_Guitar_07,Guitars,valid
Jam Pack World Music/Cuban Cha Cha Piano 01.mp3,8.803265,Jam_Pack_World_Music_Cuban_Cha_Cha_Piano_01,Keyboards,train
Jam Pack World Music/Cuban Cha Cha Piano 02.mp3,4.440816,Jam_Pack_World_Music_Cuban_Cha_Cha_Piano_02,Keyboards,train
Jam Pack World Music/Cuban Cha Cha Piano 03.mp3,8.803265,Jam_Pack_World_Music_Cuban_Cha_Cha_Piano_03,Keyboards,train
Jam Pack World Music/Cuban Cha Cha Piano 04.mp3,8.803265,Jam_Pack_World_Music_Cuban_Cha_Cha_Piano_04,Keyboards,train
Jam Pack World Music/Cuban Cha Cha Piano 05.mp3,8.803265,Jam_Pack_World_Music_Cuban_Cha_Cha_Piano_05,Keyboards,train
Jam Pack World Music/Cuban Cha Cha Piano 06.mp3,8.803265,Jam_Pack_World_Music_Cuban_Cha_Cha_Piano_06,Keyboards,train
Jam Pack World Music/Cuban Cha Cha Piano 07.mp3,8.803265,Jam_Pack_World_Music_Cuban_Cha_Cha_Piano_07,Keyboards,valid
Jam Pack World Music/Cuban Cha Cha Piano 08.mp3,8.803265,Jam_Pack_World_Music_Cuban_Cha_Cha_Piano_08,Keyboards,train
Jam Pack World Music/Cuban Cha Cha Piano 09.mp3,8.803265,Jam_Pack_World_Music_Cuban_Cha_Cha_Piano_09,Keyboards,train
Jam Pack World Music/Cuban Fun Bongo 01.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_01,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 02.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_02,Percussion,test
Jam Pack World Music/Cuban Fun Bongo 03.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_03,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 04.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_04,Percussion,test
Jam Pack World Music/Cuban Fun Bongo 05.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_05,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 06.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_06,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 07.mp3,2.298776,Jam_Pack_World_Music_Cuban_Fun_Bongo_07,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 08.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_08,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 09.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_09,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 10.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_10,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 11.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_11,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 12.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_12,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 13.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_13,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 14.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_14,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 15.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_15,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 16.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Bongo_16,Percussion,test
Jam Pack World Music/Cuban Fun Bongo 17.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Bongo_17,Percussion,test
Jam Pack World Music/Cuban Fun Bongo 18.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_18,Percussion,train
Jam Pack World Music/Cuban Fun Bongo 19.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Bongo_19,Percussion,valid
Jam Pack World Music/Cuban Fun Clave 01.mp3,2.742857,Jam_Pack_World_Music_Cuban_Fun_Clave_01,Percussion,train
Jam Pack World Music/Cuban Fun Clave 02.mp3,2.742857,Jam_Pack_World_Music_Cuban_Fun_Clave_02,Percussion,train
Jam Pack World Music/Cuban Fun Conga 01.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Conga_01,Percussion,train
Jam Pack World Music/Cuban Fun Conga 02.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Conga_02,Percussion,test
Jam Pack World Music/Cuban Fun Conga 03.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Conga_03,Percussion,test
Jam Pack World Music/Cuban Fun Conga 04.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Conga_04,Percussion,train
Jam Pack World Music/Cuban Fun Conga 05.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Conga_05,Percussion,train
Jam Pack World Music/Cuban Fun Conga 06.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Conga_06,Percussion,train
Jam Pack World Music/Cuban Fun Conga 07.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Conga_07,Percussion,train
Jam Pack World Music/Cuban Fun Conga 08.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Conga_08,Percussion,train
Jam Pack World Music/Cuban Fun Conga 09.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Conga_09,Percussion,train
Jam Pack World Music/Cuban Fun Conga 10.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Conga_10,Percussion,valid
Jam Pack World Music/Cuban Fun Conga 11.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Conga_11,Percussion,train
Jam Pack World Music/Cuban Fun Conga 12.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Conga_12,Percussion,train
Jam Pack World Music/Cuban Fun Conga 13.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Conga_13,Percussion,train
Jam Pack World Music/Cuban Fun Cowbell 01.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Cowbell_01,Percussion,train
Jam Pack World Music/Cuban Fun Cowbell 02.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Cowbell_02,Percussion,test
Jam Pack World Music/Cuban Fun Cowbell 03.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Cowbell_03,Percussion,train
Jam Pack World Music/Cuban Fun Cowbell 04.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Cowbell_04,Percussion,train
Jam Pack World Music/Cuban Fun Cowbell 05.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Cowbell_05,Percussion,train
Jam Pack World Music/Cuban Fun Cowbell 06.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Cowbell_06,Percussion,test
Jam Pack World Music/Cuban Fun Cowbell 07.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Cowbell_07,Percussion,valid
Jam Pack World Music/Cuban Fun Cowbell 08.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Cowbell_08,Percussion,train
Jam Pack World Music/Cuban Fun Cowbell 09.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Cowbell_09,Percussion,train
Jam Pack World Music/Cuban Fun Cowbell 10.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Cowbell_10,Percussion,train
Jam Pack World Music/Cuban Fun Flute 01.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Flute_01,Horn/Wind,train
Jam Pack World Music/Cuban Fun Guiro 01.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Guiro_01,Percussion,valid
Jam Pack World Music/Cuban Fun Guiro 02.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Guiro_02,Percussion,train
Jam Pack World Music/Cuban Fun Horn 01.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Horn_01,Horn/Wind,train
Jam Pack World Music/Cuban Fun Horn 02.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Horn_02,Horn/Wind,train
Jam Pack World Music/Cuban Fun Horn 03.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Horn_03,Horn/Wind,train
Jam Pack World Music/Cuban Fun Horn 04.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Horn_04,Horn/Wind,test
Jam Pack World Music/Cuban Fun Horn 05.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Horn_05,Horn/Wind,train
Jam Pack World Music/Cuban Fun Horn 06.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Horn_06,Horn/Wind,train
Jam Pack World Music/Cuban Fun Horn 07.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Horn_07,Horn/Wind,train
Jam Pack World Music/Cuban Fun Horn 08.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Horn_08,Horn/Wind,train
Jam Pack World Music/Cuban Fun Horn 09.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Horn_09,Horn/Wind,valid
Jam Pack World Music/Cuban Fun Maracas 01.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Maracas_01,Percussion,valid
Jam Pack World Music/Cuban Fun Maracas 02.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Maracas_02,Percussion,train
Jam Pack World Music/Cuban Fun Maracas 03.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Maracas_03,Percussion,train
Jam Pack World Music/Cuban Fun Maracas 04.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Maracas_04,Percussion,train
Jam Pack World Music/Cuban Fun Maracas 05.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Maracas_05,Percussion,train
Jam Pack World Music/Cuban Fun Timbale 01.mp3,1.201633,Jam_Pack_World_Music_Cuban_Fun_Timbale_01,Percussion,train
Jam Pack World Music/Cuban Fun Timbale 02.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Timbale_02,Percussion,valid
Jam Pack World Music/Cuban Fun Timbale 03.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Timbale_03,Percussion,train
Jam Pack World Music/Cuban Fun Timbale 04.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Timbale_04,Percussion,train
Jam Pack World Music/Cuban Fun Timbale 05.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Timbale_05,Percussion,test
Jam Pack World Music/Cuban Fun Timbale 06.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Timbale_06,Percussion,valid
Jam Pack World Music/Cuban Fun Trombone 01.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Trombone_01,Horn/Wind,valid
Jam Pack World Music/Cuban Fun Trombone 02.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Trombone_02,Horn/Wind,train
Jam Pack World Music/Cuban Fun Trombone 03.mp3,2.298776,Jam_Pack_World_Music_Cuban_Fun_Trombone_03,Horn/Wind,train
Jam Pack World Music/Cuban Fun Trumpet 01.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Trumpet_01,Horn/Wind,train
Jam Pack World Music/Cuban Fun Voices 01.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Voices_01,Vocals,train
Jam Pack World Music/Cuban Fun Voices 02.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Voices_02,Vocals,train
Jam Pack World Music/Cuban Fun Voices 03.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Voices_03,Vocals,valid
Jam Pack World Music/Cuban Fun Voices 04.mp3,4.440816,Jam_Pack_World_Music_Cuban_Fun_Voices_04,Vocals,train
Jam Pack World Music/Cuban Fun Voices 05.mp3,8.803265,Jam_Pack_World_Music_Cuban_Fun_Voices_05,Vocals,train
Jam Pack World Music/Cuban Guaba Piano 01.mp3,2.742857,Jam_Pack_World_Music_Cuban_Guaba_Piano_01,Keyboards,train
Jam Pack World Music/Cuban Guaba Piano 02.mp3,5.433469,Jam_Pack_World_Music_Cuban_Guaba_Piano_02,Keyboards,test
Jam Pack World Music/Cuban Guaba Piano 03.mp3,5.433469,Jam_Pack_World_Music_Cuban_Guaba_Piano_03,Keyboards,train
Jam Pack World Music/Cuban Guaba Piano 04.mp3,2.742857,Jam_Pack_World_Music_Cuban_Guaba_Piano_04,Keyboards,train
Jam Pack World Music/Cuban Guaba Piano 05.mp3,2.742857,Jam_Pack_World_Music_Cuban_Guaba_Piano_05,Keyboards,train
Jam Pack World Music/Cuban Guaba Piano 06.mp3,5.433469,Jam_Pack_World_Music_Cuban_Guaba_Piano_06,Keyboards,train
Jam Pack World Music/Cuban Guaba Piano 07.mp3,2.742857,Jam_Pack_World_Music_Cuban_Guaba_Piano_07,Keyboards,valid
Jam Pack World Music/Cuban Guaba Piano 08.mp3,5.433469,Jam_Pack_World_Music_Cuban_Guaba_Piano_08,Keyboards,train
Jam Pack World Music/Cuban Guabachoso Piano 01.mp3,8.097959,Jam_Pack_World_Music_Cuban_Guabachoso_Piano_01,Keyboards,train
Jam Pack World Music/Cuban Guabachoso Piano 02.mp3,8.097959,Jam_Pack_World_Music_Cuban_Guabachoso_Piano_02,Keyboards,train
Jam Pack World Music/Cuban Guabachoso Piano 03.mp3,8.097959,Jam_Pack_World_Music_Cuban_Guabachoso_Piano_03,Keyboards,train
Jam Pack World Music/Cuban Guabachoso Piano 04.mp3,8.097959,Jam_Pack_World_Music_Cuban_Guabachoso_Piano_04,Keyboards,train
Jam Pack World Music/Cuban Guabachoso Piano 05.mp3,4.101224,Jam_Pack_World_Music_Cuban_Guabachoso_Piano_05,Keyboards,train
Jam Pack World Music/Cuban Guabachoso Piano 06.mp3,4.101224,Jam_Pack_World_Music_Cuban_Guabachoso_Piano_06,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 01.mp3,8.672653,Jam_Pack_World_Music_Cuban_Salsa_Piano_01,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 02.mp3,8.672653,Jam_Pack_World_Music_Cuban_Salsa_Piano_02,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 03.mp3,8.672653,Jam_Pack_World_Music_Cuban_Salsa_Piano_03,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 04.mp3,4.388571,Jam_Pack_World_Music_Cuban_Salsa_Piano_04,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 05.mp3,4.388571,Jam_Pack_World_Music_Cuban_Salsa_Piano_05,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 06.mp3,4.388571,Jam_Pack_World_Music_Cuban_Salsa_Piano_06,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 07.mp3,4.388571,Jam_Pack_World_Music_Cuban_Salsa_Piano_07,Keyboards,valid
Jam Pack World Music/Cuban Salsa Piano 08.mp3,4.388571,Jam_Pack_World_Music_Cuban_Salsa_Piano_08,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 09.mp3,4.388571,Jam_Pack_World_Music_Cuban_Salsa_Piano_09,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 10.mp3,4.388571,Jam_Pack_World_Music_Cuban_Salsa_Piano_10,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 11.mp3,4.388571,Jam_Pack_World_Music_Cuban_Salsa_Piano_11,Keyboards,train
Jam Pack World Music/Cuban Salsa Piano 12.mp3,4.388571,Jam_Pack_World_Music_Cuban_Salsa_Piano_12,Keyboards,train
Jam Pack World Music/Cuban Son Bass 01.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Bass_01,Bass,train
Jam Pack World Music/Cuban Son Bass 02.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Bass_02,Bass,train
Jam Pack World Music/Cuban Son Bass 03.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Bass_03,Bass,train
Jam Pack World Music/Cuban Son Bass 04.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Bass_04,Bass,train
Jam Pack World Music/Cuban Son Bass 05.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Bass_05,Bass,train
Jam Pack World Music/Cuban Son Bass 06.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Bass_06,Bass,train
Jam Pack World Music/Cuban Son Bass 07.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Bass_07,Bass,test
Jam Pack World Music/Cuban Son Bass 08.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Bass_08,Bass,train
Jam Pack World Music/Cuban Son Bass 09.mp3,2.507755,Jam_Pack_World_Music_Cuban_Son_Bass_09,Bass,train
Jam Pack World Music/Cuban Son Bass 10.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Bass_10,Bass,train
Jam Pack World Music/Cuban Son Horns 01.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Horns_01,Horn/Wind,train
Jam Pack World Music/Cuban Son Horns 02.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Horns_02,Horn/Wind,valid
Jam Pack World Music/Cuban Son Horns 03.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Horns_03,Horn/Wind,train
Jam Pack World Music/Cuban Son Percussion 01.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Percussion_01,Drums,test
Jam Pack World Music/Cuban Son Percussion 02.mp3,4.884898,Jam_Pack_World_Music_Cuban_Son_Percussion_02,Drums,valid
